"highseason","lowseason","ID"
0.657027611013322,0.660013098235992,0
0.657552789278202,0.586178289823688,1
0.564834275176656,0.546224052930333,2
0.620142042551468,0.545673995278045,3
0.72008597406415,0.624045621413743,4
0.696659912529709,0.589718992000955,5
0.706933753276019,0.602820929496648,6
0.688463538909433,0.557217266633454,7
0.657522000829808,0.547102501363917,8
0.641804373500765,0.614377311158364,9
0.661424072295471,0.523938890479573,10
0.63506337267509,0.521774163687758,11
0.636297952588774,0.520690999157294,12
0.641124299570058,0.509036869571033,13
0.616419506291529,0.575613524273537,14
0.644428821488202,0.549480547311281,15
0.643072317616133,0.613927835575967,16
0.652074946888252,0.669324861556314,17
0.658862084581142,0.58444326890957,18
0.650120769523537,0.657488673767403,19
0.646458417719132,0.573693188209182,20
0.65729263232761,0.62174201541893,21
0.654015214540468,0.63705298902817,22
0.597774622944611,0.627855160069364,23
0.583008095000454,0.604389510956448,24
0.608795993918809,0.630141987844742,25
0.643725362877012,0.66118405409526,26
0.595084503772691,0.620934518903341,27
0.58457735516205,0.611950720612417,28
0.608368453654138,0.616170159230976,29
0.657895798441446,0.663138953417705,30
0.691033052028473,0.780460767590232,31
0.697390316448405,0.775285661715772,32
0.71011943213816,0.784537863384125,33
0.698953322218259,0.778783380477365,34
0.701246093618784,0.783993382571287,35
0.699634685315564,0.788578551488967,36
0.689857979609384,0.776144875508518,37
0.69542998134623,0.785884950484328,38
0.693608175857937,0.788557960235839,39
0.70270440373397,0.78594809473464,40
0.60394842913252,0.683511747649302,41
0.546656610497918,0.663716415753042,42
0.555863972299888,0.664685551557751,43
0.55488789333935,0.670618051629431,44
0.564443781103654,0.674055947176737,45
0.559466063242075,0.681397669905629,46
0.558143454837035,0.675730578624452,47
0.566926896434885,0.691052365681416,48
0.565565433646756,0.678135103654334,49
0.566707924837814,0.678858140119226,50
0.572613379545252,0.686967813244359,51
0.579317148375935,0.697536823186795,52
0.56382957164936,0.673829840397373,53
0.575052657763783,0.678700539949511,54
0.582060762180677,0.6760870467473,55
0.583365245824442,0.686386579377435,56
0.604507372157025,0.694417624085492,57
0.557528371325253,0.664914287206552,58
0.572346789031306,0.681018565330524,59
0.677494956428684,0.671257735939921,60
0.634820239765169,0.64868793736286,61
0.646194231546136,0.657307771405951,62
0.640111358941976,0.643505786545884,63
0.638734368420494,0.614178627891453,64
0.630289443143019,0.609883357585097,65
0.628050245107459,0.565630161301557,66
0.621970882619524,0.57145227305918,67
0.619971533868545,0.588307452850326,68
0.634353166204781,0.579064374557048,69
0.633790289495886,0.601818283486412,70
0.654177232048172,0.632089130924208,71
0.666603121726586,0.657042080418569,72
0.659231040534451,0.718820259441204,73
0.623596931044196,0.676125638201044,74
0.624711780341268,0.59881156001818,75
0.629631493440721,0.576770975665376,76
0.626669241031682,0.604487262310039,77
0.616674159683964,0.618458390221679,78
0.624900743404158,0.651152057539217,79
0.656117593514718,0.735655896996038,80
0.677495527607786,0.76486097655064,81
0.683616672162777,0.711717932518523,82
0.677162982035401,0.693365886224021,83
0.66558562447161,0.677590632833617,84
0.620868606440168,0.681151098405188,85
0.558962956733335,0.665567567434923,86
0.54919997093576,0.661968130087778,87
0.553032176659633,0.659015404160494,88
0.553763307956626,0.666705701091489,89
0.54315253734993,0.664325696859265,90
0.546262600911531,0.669034927559878,91
0.561682665307227,0.663051414187146,92
0.557253390701042,0.675328721581175,93
0.561617098027493,0.67850938648349,94
0.574624569082881,0.680581606916218,95
0.57087132844715,0.679004034600658,96
0.570163024172627,0.684707365136729,97
0.572455963120021,0.693306069447395,98
0.563057204243033,0.686374093103486,99
0.56665593976767,0.683997252889189,100
0.573509759914888,0.701172225196136,101
0.57743655207614,0.70681916968052,102
0.603551585232751,0.705403495069734,103
0.607524656800481,0.693884548126098,104
0.587051633565424,0.703573074747477,105
0.559156130238183,0.661332232094358,106
0.567689221007014,0.663671212149457,107
0.560798422801362,0.670038811402202,108
0.745827338452533,0.682782500357743,109
0.663516884517791,0.625562359473217,110
0.683156594629508,0.675984114350906,111
0.720617661274267,0.697660254720502,112
0.727660656969073,0.660834638502473,113
0.747586388635898,0.702910342583778,114
0.732920661634422,0.648158171305269,115
